model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,n_restarts,n_successful_restarts,n_failed_restarts,selected_restart_idx,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,accuracy,brier
TabPFN Classifier (v2.5 default),500,500,9500,4,1.1577308177947998,3.664977550506592,1,1,0,0,,,0.05656672205273127,0.8962105263157895,0.07270436460722714
TabPFN Classifier (v2 compatibility),500,500,9500,4,0.15387606620788574,3.7808048725128174,1,1,0,0,,,0.051345920238847,0.9004210526315789,0.07053238450758624
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,5,12.294807195663452,0.010999441146850586,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112.0,4.636743068695068,0.7102105263157895,0.2452918304008183
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,5,7.182833194732666,0.010000944137573242,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.0,4.823489189147949,0.7317894736842105,0.2168195657914375
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,5,7.424018859863281,0.0050013065338134766,16,14,2,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117.0,4.7236785888671875,0.7167368421052631,0.2297506246003439
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,5,11.56721019744873,0.03499770164489746,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.636695861816406,0.7109473684210527,0.245110271941835
TabPFN Classifier (v2.5 default),50,500,9500,5,0.1661388874053955,3.339508295059204,1,1,0,0,,,0.3637605844270682,0.7252631578947368,0.17899841891043985
TabPFN Classifier (v2 compatibility),50,500,9500,5,0.15183424949645996,2.883519411087036,1,1,0,0,,,0.40269247274160164,0.7905263157894736,0.15071148639574183
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,5,9.386719703674316,0.010000467300415039,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81.0,4.588323593139648,0.7492631578947369,0.20545735362107498
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,5,9.884387969970703,0.017005443572998047,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.0,4.5939040184021,0.7758947368421053,0.1796168287242905
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,5,16.042500019073486,0.007006645202636719,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,178.0,4.496865272521973,0.79,0.16586058080555197
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,5,19.12727665901184,0.05052351951599121,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.587863445281982,0.7661052631578947,0.19468422658961027
TabPFN Classifier (v2.5 default),100,500,9500,5,0.1535482406616211,3.6195969581604004,1,1,0,0,,,0.19009015647977415,0.7865263157894736,0.14309833531954178
TabPFN Classifier (v2 compatibility),100,500,9500,5,0.1832137107849121,3.1713976860046387,1,1,0,0,,,0.24770269150335242,0.8086315789473684,0.13122657539957852
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,5,18.247838973999023,0.03751873970031738,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,133.0,4.612265586853027,0.867578947368421,0.09768855840458761
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,5,11.663732767105103,0.04208087921142578,16,16,0,4,ABNORMAL: ,39.0,4.500802516937256,0.9057894736842105,0.06836113192638882
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,5,19.187735080718994,0.026999473571777344,16,16,0,3,ABNORMAL: ,137.0,4.444659233093262,0.8994736842105263,0.0723196795317746
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,5,42.13891005516052,0.1827530860900879,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.50838565826416,0.884,0.08555834838640831
TabPFN Classifier (v2.5 default),300,500,9500,5,0.1780102252960205,3.4659886360168457,1,1,0,0,,,0.143770783829695,0.8694736842105263,0.09131008292959933
TabPFN Classifier (v2 compatibility),300,500,9500,5,0.1274709701538086,3.3391683101654053,1,1,0,0,,,0.15694283931189512,0.8698947368421053,0.09043086573579145
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,5,23.8219096660614,0.05399942398071289,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76.0,4.440217971801758,0.872421052631579,0.0953940728131312
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,5,16.400963306427002,0.0883340835571289,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27.0,4.284499168395996,0.9084210526315789,0.06580912530104666
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,5,24.51124143600464,0.06452703475952148,16,16,0,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96.0,4.227900505065918,0.9089473684210526,0.06489148197571437
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,5,87.6268994808197,0.4216315746307373,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.344240188598633,0.8930526315789473,0.07773808939544989
TabPFN Classifier (v2.5 default),500,500,9500,5,1.3030250072479248,3.8090412616729736,1,1,0,0,,,0.08549875060785138,0.8863157894736842,0.07820777620812554
TabPFN Classifier (v2 compatibility),500,500,9500,5,0.15404009819030762,3.838423252105713,1,1,0,0,,,0.07301046356082525,0.8952631578947369,0.07294035762240696
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,6,10.736558437347412,0.0070002079010009766,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138.0,4.552873611450195,0.6329473684210526,0.3102876506025494
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,6,3.2750561237335205,0.009508848190307617,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.0,5.137272834777832,0.638,0.28192215297376355
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,6,8.885250568389893,0.005125284194946289,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,134.0,4.653666973114014,0.6497894736842105,0.28600972616385295
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,6,16.20270085334778,0.029999732971191406,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114.0,4.552297592163086,0.6361052631578947,0.30814767547123395
TabPFN Classifier (v2.5 default),50,500,9500,6,0.16902709007263184,3.225743293762207,1,1,0,0,,,0.40679973788640345,0.7014736842105264,0.19351645841287626
TabPFN Classifier (v2 compatibility),50,500,9500,6,0.15602731704711914,2.93827486038208,1,1,0,0,,,0.36879073125865985,0.7850526315789473,0.16755864923572442
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,6,17.388039112091064,0.010002613067626953,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,233.0,4.481639862060547,0.7442105263157894,0.21046563465288662
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,6,12.957685232162476,0.013000965118408203,16,16,0,13,ABNORMAL: ,107.0,4.541033744812012,0.7796842105263158,0.17270017191203313
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,6,17.612363815307617,0.009001493453979492,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,208.0,4.443632125854492,0.7824210526315789,0.1712101179172004
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,6,18.38422656059265,0.06800103187561035,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.481592178344727,0.7443157894736843,0.21050968998615416
TabPFN Classifier (v2.5 default),100,500,9500,6,0.2041764259338379,3.2031688690185547,1,1,0,0,,,0.10359284938358299,0.7781052631578947,0.15480885717015377
TabPFN Classifier (v2 compatibility),100,500,9500,6,0.12450551986694336,3.284275531768799,1,1,0,0,,,0.1028160207166431,0.7971578947368421,0.1386995332413592
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,6,25.252835988998413,0.0605158805847168,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143.0,4.449617385864258,0.8529473684210527,0.10858573484989283
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,6,10.623123407363892,0.03629803657531738,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.389490127563477,0.8877894736842106,0.08052344839372047
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,6,13.24678349494934,0.021993637084960938,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71.0,4.356895446777344,0.8881052631578947,0.08127606249957094
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,6,45.68664598464966,0.16201996803283691,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.432216644287109,0.8752631578947369,0.09212353607989691
TabPFN Classifier (v2.5 default),300,500,9500,6,0.20345044136047363,3.2566609382629395,1,1,0,0,,,0.10467712766638539,0.8781052631578947,0.08653008680848155
TabPFN Classifier (v2 compatibility),300,500,9500,6,0.16471338272094727,3.0682127475738525,1,1,0,0,,,0.08705423163956255,0.8817894736842106,0.08277188861498787
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,6,15.056208372116089,0.055324554443359375,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.325783729553223,0.8669473684210526,0.09746337863213159
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,6,14.066106081008911,0.0728158950805664,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.0,4.244245529174805,0.9047368421052632,0.0693269215134059
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,6,14.660680532455444,0.04550290107727051,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.0,4.207968711853027,0.9012631578947369,0.06910134800143951
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,6,82.23306894302368,0.2677731513977051,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.289984226226807,0.8923157894736842,0.07997228414088116
TabPFN Classifier (v2.5 default),500,500,9500,6,1.5115933418273926,3.584437131881714,1,1,0,0,,,0.05904650542560473,0.8936842105263157,0.07539388979873882
TabPFN Classifier (v2 compatibility),500,500,9500,6,0.15177440643310547,3.400576591491699,1,1,0,0,,,0.0391044184613551,0.9006315789473684,0.07097915377216232
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,7,18.37998652458191,0.006585597991943359,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,217.0,4.272867679595947,0.6801052631578948,0.28329515471882544
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,7,5.1418468952178955,0.00794672966003418,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.359404563903809,0.7185263157894737,0.23724272581067885
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,7,15.941465377807617,0.0045053958892822266,16,16,0,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,224.0,4.301044464111328,0.7454736842105263,0.2044982600120229
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,7,13.89905071258545,0.027451038360595703,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.272975921630859,0.6798947368421052,0.2836522183222741
TabPFN Classifier (v2.5 default),50,500,9500,7,0.15224361419677734,3.0508310794830322,1,1,0,0,,,0.10412755252511749,0.7608421052631579,0.16383746125076365
TabPFN Classifier (v2 compatibility),50,500,9500,7,0.13976788520812988,2.7256243228912354,1,1,0,0,,,0.11394265727754424,0.7884210526315789,0.1462177606106414
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,7,11.670742273330688,0.009001970291137695,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96.0,4.4122161865234375,0.7852631578947369,0.17408021155250944
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,7,6.42435359954834,0.014508247375488281,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.381757736206055,0.8044210526315789,0.15230846721976232
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,7,11.986821413040161,0.007004261016845703,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,183.0,4.274904251098633,0.7978947368421052,0.15448629246776094
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,7,12.955657482147217,0.05356860160827637,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69.0,4.412001609802246,0.785578947368421,0.17382641274953325
TabPFN Classifier (v2.5 default),100,500,9500,7,0.20521879196166992,3.109074592590332,1,1,0,0,,,0.09209798634820959,0.8014736842105263,0.13673062120035057
TabPFN Classifier (v2 compatibility),100,500,9500,7,0.15176820755004883,2.8438608646392822,1,1,0,0,,,0.10935843879519844,0.8127368421052632,0.133800139250919
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,7,12.373819828033447,0.03088545799255371,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.359104633331299,0.8572631578947368,0.10899763458568654
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,7,8.896666288375854,0.0378570556640625,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.23175573348999,0.8845263157894737,0.08484496880094246
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,7,12.671550035476685,0.024367570877075195,16,16,0,11,ABNORMAL: ,84.0,4.1687211990356445,0.8823157894736842,0.0844318862845626
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,7,38.58798003196716,0.15453505516052246,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.26302433013916,0.8729473684210526,0.09478236828552182
TabPFN Classifier (v2.5 default),300,500,9500,7,0.19440102577209473,3.335923433303833,1,1,0,0,,,0.0714828894655066,0.8642105263157894,0.09544082714157617
TabPFN Classifier (v2 compatibility),300,500,9500,7,0.153001070022583,3.342735767364502,1,1,0,0,,,0.07431651515444043,0.8601052631578947,0.09984887032628938
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,7,27.777585744857788,0.0574955940246582,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.344841003417969,0.8561052631578947,0.10898048218791236
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,7,13.619029998779297,0.06897306442260742,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.0,4.208717346191406,0.8962105263157895,0.07410071142146911
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,7,21.118799448013306,0.04741787910461426,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,77.0,4.157918930053711,0.8956842105263157,0.0738495708468303
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,7,84.98233199119568,0.24674630165100098,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.27935791015625,0.8753684210526316,0.09098420184338725
TabPFN Classifier (v2.5 default),500,500,9500,7,0.8538415431976318,3.6057236194610596,1,1,0,0,,,0.06957404375489698,0.8852631578947369,0.07990488981345455
TabPFN Classifier (v2 compatibility),500,500,9500,7,0.1702895164489746,3.462737798690796,1,1,0,0,,,0.0567463019300695,0.8923157894736842,0.07695842225571098
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,8,10.888782501220703,0.009999275207519531,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.0,4.6477460861206055,0.696,0.25855079688377086
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,8,4.02717137336731,0.009130477905273438,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52.0,4.698320388793945,0.7041052631578948,0.23953454937114768
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,8,15.437246561050415,0.004998445510864258,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175.0,4.504886627197266,0.7146315789473684,0.23003411528999204
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,8,11.155804634094238,0.026859521865844727,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.629613876342773,0.7081052631578947,0.24372534925301184
TabPFN Classifier (v2.5 default),50,500,9500,8,0.17583179473876953,3.1109838485717773,1,1,0,0,,,0.18791731669756587,0.7377894736842106,0.17307962082001593
TabPFN Classifier (v2 compatibility),50,500,9500,8,0.1678011417388916,2.85509991645813,1,1,0,0,,,0.24738069286457698,0.7742105263157895,0.1525168082767638
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,8,12.617443561553955,0.011123418807983398,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136.0,4.693060874938965,0.8141052631578948,0.14366550919905177
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,8,6.063969373703003,0.01282358169555664,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.673953533172607,0.8329473684210527,0.1261142879964628
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,8,5.616459846496582,0.008255958557128906,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52.0,4.598526954650879,0.8353684210526315,0.12596627330266916
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,8,12.313876867294312,0.06312012672424316,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.0,4.703365325927734,0.8309473684210527,0.1262214760735937
TabPFN Classifier (v2.5 default),100,500,9500,8,0.1888415813446045,3.115412712097168,1,1,0,0,,,0.20518779446848104,0.8173684210526316,0.12732248146064687
TabPFN Classifier (v2 compatibility),100,500,9500,8,0.14562773704528809,2.812223434448242,1,1,0,0,,,0.2534521632759891,0.8226315789473684,0.12359517313751558
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,8,13.781105279922485,0.032867431640625,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.0,4.5174102783203125,0.8370526315789474,0.12452098255440791
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,8,8.497193813323975,0.04072213172912598,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.4276299476623535,0.8991578947368422,0.07124195458380855
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,8,11.161520719528198,0.024275541305541992,16,16,0,4,ABNORMAL: ,65.0,4.378552436828613,0.8922105263157895,0.07599355304541103
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,8,36.06592607498169,0.14404034614562988,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83.0,4.467002868652344,0.879578947368421,0.08836153465622781
TabPFN Classifier (v2.5 default),300,500,9500,8,0.2089405059814453,3.3312625885009766,1,1,0,0,,,0.12821197950943264,0.8622105263157894,0.09490985173183406
TabPFN Classifier (v2 compatibility),300,500,9500,8,0.13413429260253906,3.2073276042938232,1,1,0,0,,,0.11782009743147871,0.8621052631578947,0.09507618397063686
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,8,21.845240354537964,0.05810070037841797,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88.0,4.377943992614746,0.8685263157894737,0.09907689567532431
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,8,15.845039129257202,0.07242035865783691,16,16,0,4,ABNORMAL: ,28.0,4.266839981079102,0.9109473684210526,0.06431591345514255
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,8,19.779032707214355,0.04425215721130371,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76.0,4.223966121673584,0.9101052631578948,0.06367257046280908
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,8,85.1112208366394,0.2782480716705322,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.310792446136475,0.8951578947368422,0.07761939604679613
TabPFN Classifier (v2.5 default),500,500,9500,8,0.9984569549560547,3.5867269039154053,1,1,0,0,,,0.06401727388963047,0.8987368421052632,0.07227352096165587
TabPFN Classifier (v2 compatibility),500,500,9500,8,0.16815805435180664,3.5813019275665283,1,1,0,0,,,0.03392788554167576,0.9052631578947369,0.06692492480009513
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,9,15.257512092590332,0.012497425079345703,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160.0,4.6732025146484375,0.6917894736842105,0.25503541591364015
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,9,3.3763792514801025,0.008838176727294922,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.76741361618042,0.6853684210526316,0.26028549214292396
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,9,10.85530948638916,0.005999326705932617,16,15,1,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105.0,4.635414123535156,0.6993684210526315,0.2455862208117648
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,9,13.884434461593628,0.026413440704345703,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.545534133911133,0.6346315789473684,0.3171488282375266
TabPFN Classifier (v2.5 default),50,500,9500,9,0.16759562492370605,3.041186809539795,1,1,0,0,,,0.20812475845222816,0.7036842105263158,0.19310202947944619
TabPFN Classifier (v2 compatibility),50,500,9500,9,0.1383225917816162,3.035611867904663,1,1,0,0,,,0.2758057751405021,0.7183157894736842,0.17442549957117157
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,9,9.469876766204834,0.010772705078125,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105.0,4.57746696472168,0.7378947368421053,0.21753495379193172
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,9,7.06547737121582,0.01352834701538086,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42.0,4.6693902015686035,0.7724210526315789,0.17672036594166796
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,9,13.002042055130005,0.007999897003173828,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135.0,4.584211349487305,0.8072631578947368,0.14314629965009598
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,9,14.555655717849731,0.0474240779876709,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95.0,4.577220439910889,0.7396842105263158,0.21579736284231762
TabPFN Classifier (v2.5 default),100,500,9500,9,0.16575384140014648,3.157573938369751,1,1,0,0,,,0.17230417587363828,0.7946315789473685,0.13955096878557918
TabPFN Classifier (v2 compatibility),100,500,9500,9,0.13351917266845703,2.748004674911499,1,1,0,0,,,0.19814511067911858,0.8303157894736842,0.12344615664130808
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,9,16.18433380126953,0.028681039810180664,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.598395347595215,0.826,0.13104603846469634
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,9,8.61203384399414,0.03508496284484863,16,16,0,15,ABNORMAL: ,32.0,4.460470199584961,0.9090526315789473,0.06558389538485593
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,9,14.843106031417847,0.024652957916259766,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,133.0,4.426736831665039,0.9001052631578947,0.06980163488776876
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,9,37.37805700302124,0.15036273002624512,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.482226371765137,0.8826315789473684,0.08531250536606041
TabPFN Classifier (v2.5 default),300,500,9500,9,0.21140122413635254,3.327667474746704,1,1,0,0,,,0.09591630935992623,0.8867368421052632,0.08133246328993861
TabPFN Classifier (v2 compatibility),300,500,9500,9,0.1586298942565918,3.17960524559021,1,1,0,0,,,0.08337090987461646,0.8861052631578947,0.07975893837046996
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,9,11.292701005935669,0.06119561195373535,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.0,4.408075332641602,0.8913684210526316,0.08039321017980465
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,9,13.912882566452026,0.07152628898620605,16,16,0,1,ABNORMAL: ,36.0,4.281878471374512,0.9253684210526316,0.05440306216304933
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,9,23.728941679000854,0.04846668243408203,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.0,4.25201416015625,0.9214736842105263,0.05472306953193916
